区域名称,存放地点,资产编码,资产名称,规格型号,数量,单价,总价,购置日期
达高楼,达高楼五楼项目实训室六,13004837,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004838,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004839,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004840,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004841,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004842,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004843,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004844,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004845,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004846,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004848,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004849,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004850,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004851,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004852,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004853,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004854,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004855,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004856,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004857,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004858,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004859,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004860,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004861,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004862,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004863,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004864,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004865,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004866,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004867,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004868,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004869,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004870,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004871,学生椅,常规,1,120,120.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004419,办公椅,黑色网椅,1,160,160.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004420,办公椅,黑色网椅,1,160,160.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004421,办公椅,黑色网椅,1,160,160.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004422,办公椅,黑色网椅,1,160,160.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004595,办公椅,黑色网椅,1,150,150.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004872,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004873,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004874,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004875,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004876,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004877,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004878,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004879,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004880,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004881,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004882,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004883,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004884,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004885,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004886,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004887,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004888,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004889,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004890,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004891,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004892,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004893,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004894,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,13004895,电脑桌,木质双人位,1,240,240.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002113,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002114,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002115,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002116,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002117,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002118,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002119,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002120,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002121,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002122,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002123,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002124,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002125,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002126,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002127,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002128,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002129,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002130,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002131,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002132,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002133,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002134,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002135,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002136,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002137,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002138,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002139,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002140,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002141,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002142,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002143,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002144,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002145,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002146,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002147,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002148,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002149,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002150,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002151,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002152,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002153,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002154,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002155,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002156,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002157,电脑,同方无盘工作站23.8寸,1,3490,3490.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002190,电脑,长城一体机I5-7400,1,3380,3380.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002191,电脑,长城一体机I5-7400,1,3380,3380.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,5002192,电脑,长城一体机I5-7400,1,3380,3380.00 ,2019/3/19
达高楼,达高楼五楼项目实训室六,4000083,空调,小天鹅KFR-72LW,1,4700,4700.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004504,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004505,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004506,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004507,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004508,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004509,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004510,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004511,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004512,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004513,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004514,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004515,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004516,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004517,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004518,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004519,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004520,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004521,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004522,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004523,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004524,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004525,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004526,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004527,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004528,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004529,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004530,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004531,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004532,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004533,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004534,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004535,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004536,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004537,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004538,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5002010,交换机,H3CS1248千兆,1,2575,2575.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004492,办公椅,黑色网椅,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004493,办公椅,黑色网椅,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004607,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004608,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004609,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004610,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004611,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004612,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004613,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004614,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004615,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004616,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004617,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004618,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004619,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004620,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004621,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004622,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004623,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004624,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004625,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004626,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004627,学生凳,蓝色塑料凳,1,17.8,17.80 ,2019/3/19
达高楼,达高楼四楼项目实训室七,13004724,电脑桌,木质双人位,1,276.25,276.25 ,2019/3/19
达高楼,达高楼四楼项目实训室七,4000072,空调,小天鹅KFR-51LW,1,4350,4350.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001980,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001981,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001982,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001983,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001984,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001985,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001986,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001987,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001988,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001989,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001990,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001991,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001992,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001993,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001994,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001995,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001996,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001997,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001998,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5001999,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5002000,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5002001,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5002002,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5002003,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5002004,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5002005,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5002006,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5002007,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5002008,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室七,5002009,电脑,长城一体机I5-7400,1,3900,3900.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004380,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004381,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004382,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004383,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004384,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004385,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004386,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004387,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004388,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004389,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004390,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004391,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004392,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004393,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004394,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004395,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004396,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004397,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004398,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004399,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004400,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004401,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004402,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004403,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004404,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004405,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004406,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004407,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004408,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004409,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004410,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004411,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004412,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004413,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004414,电脑桌,1.2米橡白色,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,5001920,交换机,H3CS1248千兆,1,2575,2575.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004379,办公椅,黑色网椅,1,160,160.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004596,办公椅,黑色网椅,1,150,150.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004597,办公椅,黑色网椅,1,150,150.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004799,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004800,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004801,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004802,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004803,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13004804,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13005047,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13005048,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13005049,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13005050,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13005051,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
达高楼,达高楼四楼项目实训室八,13005052,办公椅,黑色网椅,1,250,250.00 ,2019/3/19
