区域名称,存放地点,资产编码,资产名称,规格型号,数量,单价,总价,购置日期
崇礼楼,崇礼楼二楼连廊,5004617,人声效果器, M350,1,3300,3300.00 ,2019/4/8
崇礼楼,崇礼楼二楼连廊,5001852,投影幕布,120寸电动,1,787,787.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000145,灯光控制台,512/1990,1,1118,1118.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001862,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001863,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001864,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001865,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001866,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001867,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001868,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001869,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001870,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001871,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001872,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001873,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001874,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001875,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001876,舞台帕灯,54颗非全影,1,604.37,604.37 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001877,舞台帕灯,54颗非全影,1,604.46,604.46 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5004626,专业录音师耳机,AKG K271,1,940,940.00 ,2019/4/8
崇礼楼,崇礼楼二楼连廊,5004612,动画配音员耳机,AKG K77,1,220,220.00 ,2019/4/8
崇礼楼,崇礼楼二楼连廊,5004613,动画配音员耳机,AKG K77,1,220,220.00 ,2019/4/8
崇礼楼,崇礼楼二楼连廊,5004614,动画配音员耳机,AKG K77,1,220,220.00 ,2019/4/8
崇礼楼,崇礼楼二楼连廊,5004615,动画配音员耳机,AKG K77,1,220,220.00 ,2019/4/8
崇礼楼,崇礼楼二楼连廊,5001879,话筒放大器,AVALON-AD2022,1,19868.74,19868.74 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001850,4芯电缆线,bvn10,1,1450,1450.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001849,均衡器,eq-231,1,1391,1391.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000147,舞台par灯,eq-231,1,480,480.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000148,舞台par灯,eq-231,1,480,480.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000149,舞台par灯,eq-231,1,480,480.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000150,舞台par灯,eq-231,1,480,480.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000151,舞台par灯,eq-231,1,480,480.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000152,舞台par灯,eq-231,1,480,480.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000153,舞台par灯,eq-231,1,480,480.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000154,舞台par灯,eq-231,1,480,480.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000155,舞台par灯,eq-231,1,480,480.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000156,舞台par灯,eq-231,1,480,480.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5004616,专业有源监听音箱,KRK,1,4500,4500.00 ,2019/4/8
崇礼楼,崇礼楼二楼连廊,5001860,舞台反监听音响,me-120,1,3792,3792.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001861,舞台反监听音响,me-120,1,3792,3792.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001856,舞台主音箱,me-150,1,4703,4703.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001857,舞台主音箱,me-150,1,4703,4703.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001858,舞台主音箱,me-150,1,4703,4703.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001859,舞台主音箱,me-150,1,4703,4703.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001848,舞台音响调音台,mf-1202ru,1,2152,2152.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001847,无线麦克,mmp-80a,1,1267,1267.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001855,监听功率放大器,mp-450,1,3225,3225.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001853,主功率放大器,mp-650,1,4803,4803.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001854,主功率放大器,mp-650,1,4803,4803.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001878,话筒,Neumann-U87Ai,1,12527.72,12527.72 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5004622,监听对讲控制器,PreSonus,1,4200,4200.00 ,2019/4/8
崇礼楼,崇礼楼二楼连廊,5004623,耳机分配器,PRO-8,1,1450,1450.00 ,2019/4/8
崇礼楼,崇礼楼二楼连廊,5004627,音频接口,RME,1,9600,9600.00 ,2019/4/8
崇礼楼,崇礼楼二楼连廊,5001851,音频线,sef2513-100,1,600,600.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000146,舞台背景墙,白色,1,425,425.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5001846,舞台激光灯,单头双色,1,704,704.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000050,舞台航架,钢架,1,2904,2904.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004234,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004236,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004237,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004238,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004240,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004241,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004242,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004243,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004244,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004247,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004248,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004249,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004250,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004251,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004252,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004253,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004255,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004256,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004257,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004259,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004260,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004262,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004264,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004265,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004266,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004267,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004268,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004269,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004271,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004272,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004273,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004274,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004276,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004278,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004279,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004280,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004281,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004282,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004284,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004285,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004287,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004288,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004289,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004290,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004293,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004294,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004295,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004296,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004297,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004298,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004299,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004303,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13004304,学生椅,黑色塑料,1,54,54.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005918,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005919,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005920,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005921,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005922,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005923,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005924,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005925,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005926,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005927,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005928,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005929,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005930,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005931,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005932,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005933,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005934,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005935,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005936,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005937,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005938,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005939,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005940,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005941,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005942,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005943,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005944,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005945,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005946,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005947,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005948,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005949,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005950,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005951,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005952,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005953,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005954,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005955,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005956,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005957,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005958,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005959,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005960,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005961,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005962,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005963,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005964,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005965,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005966,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005967,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005968,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005969,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005970,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005971,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005972,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005973,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005974,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005975,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005976,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005977,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005978,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005979,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005980,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005981,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005982,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005983,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005984,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005985,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005986,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005987,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,13005988,移动课桌椅（椅子）,蓝色学生椅,1,50,50.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,3000447,录音设备,录音棚装修,1,277800,277800.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000056,落地电扇,美的FS40-13C,1,188.98,188.98 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000057,落地电扇,美的FS40-13C,1,188.98,188.98 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000058,落地电扇,美的FS40-13C,1,188.98,188.98 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000059,落地电扇,美的FS40-13C,1,188.98,188.98 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000060,落地电扇,美的FS40-13C,1,188.98,188.98 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000061,落地电扇,美的FS40-13C,1,188.98,188.98 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000062,落地电扇,美的FS40-13C,1,188.98,188.98 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000063,落地电扇,美的FS40-13C,1,188.98,188.98 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000064,落地电扇,美的FS40-13C,1,188.98,188.98 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000051,空调,美的KFR23,1,2240.25,2240.25 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000052,空调,美的KFR23,1,2240.25,2240.25 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000053,空调,美的KFR23,1,2240.25,2240.25 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000054,空调,美的KFR23,1,2240.25,2240.25 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,4000055,空调,美的KFR23,1,2240.25,2240.25 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,3000446,投影仪,舞台投影1024-768hd30,1,5631,5631.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000143,钢琴,珠江UP 118M+,1,9500,9500.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000144,钢琴,珠江UP 118M+,1,9500,9500.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000157,钢琴,珠江UP 118M+,1,9500,9500.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000158,钢琴,珠江UP 118M+,1,9500,9500.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000159,钢琴,珠江UP 118M+,1,9500,9500.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000160,钢琴,珠江UP 118M+,1,9500,9500.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000161,钢琴,珠江UP 118M+,1,9500,9500.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000162,钢琴,珠江UP 118M+,1,9500,9500.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000163,钢琴,珠江UP 118M+,1,9500,9500.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,8000164,钢琴,珠江UP 118M+,1,9500,9500.00 ,2019/3/19
崇礼楼,崇礼楼二楼连廊,5004625,音箱支架及托盘,,1,320,320.00 ,2019/4/8
崇礼楼,音乐厅,13005172,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005176,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005180,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005184,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005188,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005192,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005196,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005200,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005223,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005227,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005231,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005236,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005240,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005247,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005252,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005256,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005260,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005264,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005268,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005326,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005330,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005346,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005350,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005354,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005358,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005362,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005377,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005455,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005459,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005463,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005548,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005552,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005857,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005861,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13005865,学生椅,黑色塑料镂空椅,1,50,50.00 ,2019/3/19
崇礼楼,音乐厅,13047734,学生椅,塑料椅子黑色,1,54.5,54.50 ,2019/9/16
崇礼楼,音乐厅,13047735,学生椅,塑料椅子黑色,1,44.5,44.50 ,2019/9/16
崇礼楼,音乐厅,13047736,学生椅,塑料椅子黑色,1,44.5,44.50 ,2019/9/16
